SCIENTIFIC_NAME,COMMON_NAME,SPECIES_CODE,CATEGORY,TAXON_ORDER,COM_NAME_CODES,SCI_NAME_CODES,BANDING_CODES,ORDER,FAMILY_COM_NAME,FAMILY_SCI_NAME,REPORT_AS,EXTINCT,EXTINCT_YEAR
Cygnus buccinator,Trumpeter Swan,truswa,species,299.0,TRSW,CYBU,TRUS,Anseriformes,"Ducks, Geese, and Waterfowl",Anatidae,,,
Cygnus olor x buccinator,Mute x Trumpeter Swan (hybrid),x00832,hybrid,300.0,MUSW TRSW TRUS,CYOL CYBU,,Anseriformes,"Ducks, Geese, and Waterfowl",Anatidae,,,
Cygnus columbianus,Tundra Swan,tunswa,species,302.0,BESW,CYCO,TUSW,Anseriformes,"Ducks, Geese, and Waterfowl",Anatidae,,,
Cygnus columbianus columbianus,Tundra Swan (Whistling),tunswa1,issf,303.0,BESW TUSW,CYCO,WHSW,Anseriformes,"Ducks, Geese, and Waterfowl",Anatidae,tunswa,,
Cygnus columbianus bewickii,Tundra Swan (Bewick's),bewswa1,issf,304.0,BESW TUSW,CYCO,BESW,Anseriformes,"Ducks, Geese, and Waterfowl",Anatidae,tunswa,,
Cygnus columbianus columbianus x bewickii,Tundra Swan (Whistling x Bewick's),tunswa2,intergrade,304.3,BESW TUSW,CYCO,,Anseriformes,"Ducks, Geese, and Waterfowl",Anatidae,tunswa,,
Cygnus buccinator x columbianus,Trumpeter x Tundra Swan (hybrid),x00418,hybrid,304.5,BESW TUSW TRUS TRSW,CYCO CYBU,,Anseriformes,"Ducks, Geese, and Waterfowl",Anatidae,,,
Cygnus buccinator/columbianus,Trumpeter/Tundra Swan,y00471,slash,305.0,BESW TUSW TRUS TRSW,CYCO CYBU,,Anseriformes,"Ducks, Geese, and Waterfowl",Anatidae,,,
Cygnus cygnus,Whooper Swan,whoswa,species,306.0,WHSW,CYCY,WHOS,Anseriformes,"Ducks, Geese, and Waterfowl",Anatidae,,,
Cygnus buccinator x cygnus,Trumpeter x Whooper Swan (hybrid),x00419,hybrid,306.5,TRUS WHSW WHOS TRSW,CYBU CYCY,,Anseriformes,"Ducks, Geese, and Waterfowl",Anatidae,,,
Cygnus columbianus/cygnus,Tundra/Whooper Swan,y00708,slash,306.7,BESW TUSW WHSW WHOS,CYCO CYCY,,Anseriformes,"Ducks, Geese, and Waterfowl",Anatidae,,,
Cygnus sp.,swan sp.,swan1,spuh,307.0,,,,Anseriformes,"Ducks, Geese, and Waterfowl",Anatidae,,,
Coscoroba coscoroba,Coscoroba Swan,cosswa1,species,308.0,COSW,COCO,,Anseriformes,"Ducks, Geese, and Waterfowl",Anatidae,,,
Sarkidiornis melanotos,Comb Duck,comduc1,species,309.0,CBDU KBDU,SAME,CODU,Anseriformes,"Ducks, Geese, and Waterfowl",Anatidae,,,
Sarkidiornis melanotos melanotos,Comb Duck (Old World),comduc2,issf,310.0,CODU CBDU KBDU,SAME,,Anseriformes,"Ducks, Geese, and Waterfowl",Anatidae,comduc1,,
Sarkidiornis melanotos sylvicola,Comb Duck (South American),comduc3,issf,311.0,CODU KBDU CBDU,SAME,,Anseriformes,"Ducks, Geese, and Waterfowl",Anatidae,comduc1,,
Pteronetta hartlaubii,Hartlaub's Duck,harduc1,species,312.0,HADU,PTHA,,Anseriformes,"Ducks, Geese, and Waterfowl",Anatidae,,,
Oressochen jubatus,Orinoco Goose,origoo1,species,312.5,,ORJU,ORGO,Anseriformes,"Ducks, Geese, and Waterfowl",Anatidae,,,
Oressochen melanopterus,Andean Goose,andgoo1,species,313.0,ANGO,ORME,,Anseriformes,"Ducks, Geese, and Waterfowl",Anatidae,,,
Chloephaga picta,Upland Goose,uplgoo1,species,314.0,UPGO,CHPI,,Anseriformes,"Ducks, Geese, and Waterfowl",Anatidae,,,
Chloephaga picta (White-breasted),Upland Goose (White-breasted),uplgoo2,form,317.0,UPGO,CHPI,,Anseriformes,"Ducks, Geese, and Waterfowl",Anatidae,uplgoo1,,
Chloephaga picta (Bar-breasted),Upland Goose (Bar-breasted),uplgoo3,form,318.0,UPGO,CHPI,,Anseriformes,"Ducks, Geese, and Waterfowl",Anatidae,uplgoo1,,
Chloephaga hybrida,Kelp Goose,kelgoo1,species,319.0,KEGO,CHHY,,Anseriformes,"Ducks, Geese, and Waterfowl",Anatidae,,,
Chloephaga poliocephala,Ashy-headed Goose,ashgoo1,species,322.0,AHGO,CHPO,,Anseriformes,"Ducks, Geese, and Waterfowl",Anatidae,,,
Chloephaga rubidiceps,Ruddy-headed Goose,ruhgoo1,species,323.0,RHGO,CHRU,,Anseriformes,"Ducks, Geese, and Waterfowl",Anatidae,,,
Chloephaga sp.,Chloephaga sp.,chloep1,spuh,324.5,,,,Anseriformes,"Ducks, Geese, and Waterfowl",Anatidae,,,
Alopochen aegyptiaca,Egyptian Goose,egygoo,species,325.0,,ALAE,EGGO,Anseriformes,"Ducks, Geese, and Waterfowl",Anatidae,,,
Tadorna ferruginea,Ruddy Shelduck,rudshe,species,326.0,,TAFE,RUSH,Anseriformes,"Ducks, Geese, and Waterfowl",Anatidae,,,
Tadorna cana,South African Shelduck,soashe1,species,327.0,SASH,TACA,,Anseriformes,"Ducks, Geese, and Waterfowl",Anatidae,,,
Tadorna tadornoides,Australian Shelduck,ausshe1,species,328.0,AUSH,TATA,,Anseriformes,"Ducks, Geese, and Waterfowl",Anatidae,,,
Tadorna variegata,Paradise Shelduck,parshe1,species,329.0,PASH,TAVA,,Anseriformes,"Ducks, Geese, and Waterfowl",Anatidae,,,
Tadorna tadorna,Common Shelduck,comshe,species,330.0,COSH,TATA,,Anseriformes,"Ducks, Geese, and Waterfowl",Anatidae,,,
Tadorna ferruginea x tadorna,Ruddy x Common Shelduck (hybrid),x00876,hybrid,330.2,RUSH COSH,TATA TAFE,,Anseriformes,"Ducks, Geese, and Waterfowl",Anatidae,,,
Tadorna radjah,Radjah Shelduck,radshe1,species,331.0,RASH,TARA,,Anseriformes,"Ducks, Geese, and Waterfowl",Anatidae,,,
Tadorna cristata,Crested Shelduck,creshe1,species,334.0,CRSH,TACR,,Anseriformes,"Ducks, Geese, and Waterfowl",Anatidae,,true,0
Plectropterus gambensis,Spur-winged Goose,spwgoo1,species,335.0,SWGO,PLGA,,Anseriformes,"Ducks, Geese, and Waterfowl",Anatidae,,,
Plectropterus gambensis gambensis,Spur-winged Goose (Northern),spwgoo2,issf,336.0,SWGO,PLGA,,Anseriformes,"Ducks, Geese, and Waterfowl",Anatidae,spwgoo1,,
Plectropterus gambensis niger,Spur-winged Goose (Southern),spwgoo3,issf,337.0,SWGO,PLGA,,Anseriformes,"Ducks, Geese, and Waterfowl",Anatidae,spwgoo1,,
Tachyeres patachonicus,Flying Steamer-Duck,flystd1,species,338.0,FSDU FLSD,TAPA,,Anseriformes,"Ducks, Geese, and Waterfowl",Anatidae,,,
Tachyeres pteneres,Flightless Steamer-Duck,flistd1,species,339.0,FLSD FSDU,TAPT,,Anseriformes,"Ducks, Geese, and Waterfowl",Anatidae,,,
Tachyeres brachypterus,Falkland Steamer-Duck,falstd1,species,340.0,FASD FSDU,TABR,,Anseriformes,"Ducks, Geese, and Waterfowl",Anatidae,,,
Tachyeres leucocephalus,White-headed Steamer-Duck,whhstd1,species,341.0,CSDU WHSD,TALE,,Anseriformes,"Ducks, Geese, and Waterfowl",Anatidae,,,
Tachyeres sp.,steamer-duck sp.,steame1,spuh,342.0,,,,Anseriformes,"Ducks, Geese, and Waterfowl",Anatidae,,,
Lophonetta specularioides,Crested Duck,creduc1,species,343.0,CRDU,LOSP,,Anseriformes,"Ducks, Geese, and Waterfowl",Anatidae,,,
Speculanas specularis,Spectacled Duck,speduc2,species,346.0,SPDU BWDU,SPSP,,Anseriformes,"Ducks, Geese, and Waterfowl",Anatidae,,,
Cairina moschata,Muscovy Duck,musduc,species,347.0,,CAMO,MUDU,Anseriformes,"Ducks, Geese, and Waterfowl",Anatidae,,,
Cairina moschata (Established Feral),Muscovy Duck (Established Feral),musduc3,domestic,347.5,MUDU,CAMO,,Anseriformes,"Ducks, Geese, and Waterfowl",Anatidae,musduc,,
Cairina moschata (Domestic type),Muscovy Duck (Domestic type),musduc2,domestic,348.0,MUDU,CAMO,,Anseriformes,"Ducks, Geese, and Waterfowl",Anatidae,,,
Nettapus pulchellus,Green Pygmy-Goose,grnpyg1,species,351.0,GPGO GRPG,NEPU,,Anseriformes,"Ducks, Geese, and Waterfowl",Anatidae,,,
Nettapus coromandelianus,Cotton Pygmy-Goose,copgoo1,species,352.0,COPG CPGO,NECO,,Anseriformes,"Ducks, Geese, and Waterfowl",Anatidae,,,
Nettapus auritus,African Pygmy-Goose,afrpyg1,species,355.0,APGO AFPG,NEAU,,Anseriformes,"Ducks, Geese, and Waterfowl",Anatidae,,,
Callonetta leucophrys,Ringed Teal,rintea1,species,356.0,RITE,CALE,,Anseriformes,"Ducks, Geese, and Waterfowl",Anatidae,,,
Aix sponsa,Wood Duck,wooduc,species,357.0,CWDU,AISP,WODU,Anseriformes,"Ducks, Geese, and Waterfowl",Anatidae,,,
Aix galericulata,Mandarin Duck,manduc,species,360.0,MADU,AIGA,,Anseriformes,"Ducks, Geese, and Waterfowl",Anatidae,,,
Aix sponsa x galericulata,Wood x Mandarin Duck (hybrid),x00833,hybrid,360.5,WODU MADU CWDU,AIGA AISP,,Anseriformes,"Ducks, Geese, and Waterfowl",Anatidae,,,
Chenonetta jubata,Maned Duck,manduc1,species,361.0,AWDU MADU,CHJU,,Anseriformes,"Ducks, Geese, and Waterfowl",Anatidae,,,
Amazonetta brasiliensis,Brazilian Teal,bratea1,species,362.0,BRTE,AMBR,,Anseriformes,"Ducks, Geese, and Waterfowl",Anatidae,,,
Hymenolaimus malacorhynchos,Blue Duck,bluduc1,species,365.0,BLDU,HYMA,,Anseriformes,"Ducks, Geese, and Waterfowl",Anatidae,,,
Merganetta armata,Torrent Duck,torduc1,species,366.0,TODU,MEAR,,Anseriformes,"Ducks, Geese, and Waterfowl",Anatidae,,,
Salvadorina waigiuensis,Salvadori's Teal,saltea1,species,373.0,SATE,SAWA,,Anseriformes,"Ducks, Geese, and Waterfowl",Anatidae,,,
Sibirionetta formosa,Baikal Teal,baitea,species,373.05,,SIFO,BATE,Anseriformes,"Ducks, Geese, and Waterfowl",Anatidae,,,
Spatula querquedula,Garganey,gargan,species,373.1,,SPQU,GARG,Anseriformes,"Ducks, Geese, and Waterfowl",Anatidae,,,
Spatula hottentota,Hottentot Teal,hottea1,species,373.15,HOTE,SPHO,,Anseriformes,"Ducks, Geese, and Waterfowl",Anatidae,,,
Spatula versicolor,Silver Teal,siltea1,species,373.2,SITE,SPVE,,Anseriformes,"Ducks, Geese, and Waterfowl",Anatidae,,,
Spatula puna,Puna Teal,puntea1,species,373.25,PUTE,SPPU,,Anseriformes,"Ducks, Geese, and Waterfowl",Anatidae,,,
Spatula discors,Blue-winged Teal,buwtea,species,373.3,,SPDI,BWTE,Anseriformes,"Ducks, Geese, and Waterfowl",Anatidae,,,
Spatula cyanoptera,Cinnamon Teal,cintea,species,373.35,,SPCY,CITE,Anseriformes,"Ducks, Geese, and Waterfowl",Anatidae,,,
Spatula discors x cyanoptera,Blue-winged x Cinnamon Teal (hybrid),bwxtea1,hybrid,373.4,CITE BWTE,SPDI SPCY,,Anseriformes,"Ducks, Geese, and Waterfowl",Anatidae,,,
Spatula discors/cyanoptera,Blue-winged/Cinnamon Teal,y00314,slash,373.45,CITE BWTE,ANDI SPCY,,Anseriformes,"Ducks, Geese, and Waterfowl",Anatidae,,,
Spatula platalea,Red Shoveler,redsho1,species,373.5,RESH,SPPL,,Anseriformes,"Ducks, Geese, and Waterfowl",Anatidae,,,
Spatula smithii,Cape Shoveler,capsho1,species,373.55,CASH,SPSM,,Anseriformes,"Ducks, Geese, and Waterfowl",Anatidae,,,
Spatula rhynchotis,Australian Shoveler,aussho1,species,373.6,AUSH,SPRH,,Anseriformes,"Ducks, Geese, and Waterfowl",Anatidae,,,
Spatula clypeata,Northern Shoveler,norsho,species,373.65,NOSH,SPCL,NSHO,Anseriformes,"Ducks, Geese, and Waterfowl",Anatidae,,,
Spatula querquedula x clypeata,Garganey x Northern Shoveler (hybrid),x00836,hybrid,373.7,NSHO NOSH GARG,SPCL SPQU,,Anseriformes,"Ducks, Geese, and Waterfowl",Anatidae,,,
Spatula discors x clypeata,Blue-winged Teal x Northern Shoveler (hybrid),x00629,hybrid,373.85,NSHO BWTE NOSH,SPDI SPCL,,Anseriformes,"Ducks, Geese, and Waterfowl",Anatidae,,,
Spatula cyanoptera x clypeata,Cinnamon Teal x Northern Shoveler (hybrid),x00630,hybrid,373.9,NSHO CITE NOSH,SPCL SPCY,,Anseriformes,"Ducks, Geese, and Waterfowl",Anatidae,,,
Mareca strepera,Gadwall,gadwal,species,377.0,,MAST,GADW,Anseriformes,"Ducks, Geese, and Waterfowl",Anatidae,,,
Mareca strepera strepera,Gadwall (Common),gadwal1,issf,378.0,GADW,MAST,,Anseriformes,"Ducks, Geese, and Waterfowl",Anatidae,gadwal,,
Mareca strepera couesi,Gadwall (Coues's),gadwal2,issf,379.0,GADW,MAST,,Anseriformes,"Ducks, Geese, and Waterfowl",Anatidae,gadwal,true,0
Spatula clypeata x Mareca strepera,Northern Shoveler x Gadwall (hybrid),x00457,hybrid,380.0,NSHO GADW NOSH,ANCL MAST,,Anseriformes,"Ducks, Geese, and Waterfowl",Anatidae,,,
Mareca falcata,Falcated Duck,falduc,species,383.0,,MAFA,FADU,Anseriformes,"Ducks, Geese, and Waterfowl",Anatidae,,,
Mareca penelope,Eurasian Wigeon,eurwig,species,384.0,,MAPE,EUWI,Anseriformes,"Ducks, Geese, and Waterfowl",Anatidae,,,
Mareca strepera x penelope,Gadwall x Eurasian Wigeon (hybrid),x00723,hybrid,384.5,GADW EUWI,MAST MAPE,,Anseriformes,"Ducks, Geese, and Waterfowl",Anatidae,,,
Mareca americana,American Wigeon,amewig,species,386.0,,MAAM,AMWI,Anseriformes,"Ducks, Geese, and Waterfowl",Anatidae,,,
Aix sponsa x Mareca americana,Wood Duck x American Wigeon (hybrid),x00877,hybrid,386.2,AMWI WODU CWDU,MAAM AISP,,Anseriformes,"Ducks, Geese, and Waterfowl",Anatidae,,,
Spatula clypeata x Mareca americana,Northern Shoveler x American Wigeon (hybrid),x00777,hybrid,386.25,NSHO AMWI NOSH,ANCL MAAM,,Anseriformes,"Ducks, Geese, and Waterfowl",Anatidae,,,
Mareca strepera x americana,Gadwall x American Wigeon (hybrid),x00724,hybrid,386.3,GADW AMWI,MAST MAAM,,Anseriformes,"Ducks, Geese, and Waterfowl",Anatidae,,,
Mareca penelope x americana,Eurasian x American Wigeon (hybrid),x00421,hybrid,386.5,AMWI EUWI,MAPE MAAM,,Anseriformes,"Ducks, Geese, and Waterfowl",Anatidae,,,
Mareca penelope/americana,Eurasian/American Wigeon,y00670,slash,388.7,AMWI EUWI,ANPE MAAM,,Anseriformes,"Ducks, Geese, and Waterfowl",Anatidae,,,
Mareca sibilatrix,Chiloe Wigeon,chiwig1,species,389.0,CHWI,MASI,,Anseriformes,"Ducks, Geese, and Waterfowl",Anatidae,,,
Anas sparsa,African Black Duck,afbduc1,species,391.0,ABDU,ANSP,,Anseriformes,"Ducks, Geese, and Waterfowl",Anatidae,,,
Anas undulata,Yellow-billed Duck,yebduc1,species,392.0,YBDU,ANUN,,Anseriformes,"Ducks, Geese, and Waterfowl",Anatidae,,,
Anas melleri,Meller's Duck,melduc1,species,395.0,MEDU,ANME,,Anseriformes,"Ducks, Geese, and Waterfowl",Anatidae,,,
Anas superciliosa,Pacific Black Duck,pabduc1,species,395.1,GRDU PBDU,ANSU,,Anseriformes,"Ducks, Geese, and Waterfowl",Anatidae,,,
Anas laysanensis,Laysan Duck,layduc,species,395.2,LADU,ANLA,LAYD,Anseriformes,"Ducks, Geese, and Waterfowl",Anatidae,,,
Anas wyvilliana,Hawaiian Duck,hawduc,species,395.3,HADU,ANWY,HAWD,Anseriformes,"Ducks, Geese, and Waterfowl",Anatidae,,,
Anas luzonica,Philippine Duck,phiduc1,species,395.4,PHDU,ANLU,,Anseriformes,"Ducks, Geese, and Waterfowl",Anatidae,,,
Anas poecilorhyncha,Indian Spot-billed Duck,isbduc1,species,395.5,ISBD,ANPO,,Anseriformes,"Ducks, Geese, and Waterfowl",Anatidae,,,
Anas zonorhyncha,Eastern Spot-billed Duck,spbduc,species,395.6,,ANZO,ESBD,Anseriformes,"Ducks, Geese, and Waterfowl",Anatidae,,,
Anas poecilorhyncha/zonorhyncha,Indian/Eastern Spot-billed Duck,y00830,slash,395.7,ESBD ISBD,ANZO ANPO,,Anseriformes,"Ducks, Geese, and Waterfowl",Anatidae,,,
Anas platyrhynchos,Mallard,mallar,species,396.0,MADU,ANPL,MALL,Anseriformes,"Ducks, Geese, and Waterfowl",Anatidae,,,
Anas platyrhynchos platyrhynchos/conboschas,Mallard (Northern),mallar3,issf,397.0,MADU MALL,ANPL,,Anseriformes,"Ducks, Geese, and Waterfowl",Anatidae,mallar,,
Anas platyrhynchos diazi,Mallard (Mexican),mexduc,issf,400.0,MADU MALL,ANPL,MEDU,Anseriformes,"Ducks, Geese, and Waterfowl",Anatidae,mallar,,
Anas platyrhynchos platyrhynchos x diazi,Mallard (Mexican intergrade),mallar4,intergrade,401.0,MADU MALL,ANPL,,Anseriformes,"Ducks, Geese, and Waterfowl",Anatidae,mallar,,
Anas platyrhynchos (Domestic type),Mallard (Domestic type),mallar2,domestic,402.0,MALL,ANPL,,Anseriformes,"Ducks, Geese, and Waterfowl",Anatidae,,,
Cairina moschata x Anas platyrhynchos,Muscovy Duck x Mallard (hybrid),mdxmal1,hybrid,402.1,MUDU MADU MALL,CAMO ANPL,,Anseriformes,"Ducks, Geese, and Waterfowl",Anatidae,,,
Aix sponsa x Anas platyrhynchos,Wood Duck x Mallard (hybrid),x00205,hybrid,402.2,WODU CWDU MADU MALL,ANPL AISP,,Anseriformes,"Ducks, Geese, and Waterfowl",Anatidae,,,
Spatula clypeata x Anas platyrhynchos,Northern Shoveler x Mallard (hybrid),x00612,hybrid,402.3,NSHO NOSH MADU MALL,ANCL ANPL,,Anseriformes,"Ducks, Geese, and Waterfowl",Anatidae,,,
Mareca strepera x Anas platyrhynchos,Gadwall x Mallard (hybrid),x00420,hybrid,402.4,GADW MADU MALL,ANST ANPL,,Anseriformes,"Ducks, Geese, and Waterfowl",Anatidae,,,
Mareca penelope x Anas platyrhynchos,Eurasian Wigeon x Mallard (hybrid),x00647,hybrid,402.6,MADU EUWI MALL,ANPE ANPL,,Anseriformes,"Ducks, Geese, and Waterfowl",Anatidae,,,
Mareca americana x Anas platyrhynchos,American Wigeon x Mallard (hybrid),x00611,hybrid,402.8,AMWI MADU MALL,ANPL ANAM,,Anseriformes,"Ducks, Geese, and Waterfowl",Anatidae,,,
Anas undulata x platyrhynchos,Yellow-billed Duck x Mallard (hybrid),x00760,hybrid,406.0,MADU YBDU MALL,ANUN ANPL,,Anseriformes,"Ducks, Geese, and Waterfowl",Anatidae,,,
Anas platyrhynchos x superciliosa,Mallard x Pacific Black Duck (hybrid),x00458,hybrid,406.1,GRDU PBDU MADU MALL,ANSU ANPL,,Anseriformes,"Ducks, Geese, and Waterfowl",Anatidae,,,
Anas platyrhynchos x poecilorhyncha,Mallard x Indian Spot-billed Duck (hybrid),x00834,hybrid,406.2,MADU ISBD MALL,ANPO ANPL,,Anseriformes,"Ducks, Geese, and Waterfowl",Anatidae,,,
Anas platyrhynchos x zonorhyncha,Mallard x Eastern Spot-billed Duck (hybrid),x00835,hybrid,406.3,ESBD MADU MALL,ANZO ANPL,,Anseriformes,"Ducks, Geese, and Waterfowl",Anatidae,,,
Anas platyrhynchos x wyvilliana,Mallard x Hawaiian Duck (hybrid),x00423,hybrid,406.5,HADU MADU MALL HAWD,ANWY ANPL,,Anseriformes,"Ducks, Geese, and Waterfowl",Anatidae,,,
Anas rubripes,American Black Duck,ambduc,species,407.0,,ANRU,ABDU,Anseriformes,"Ducks, Geese, and Waterfowl",Anatidae,,,
Anas platyrhynchos x rubripes,Mallard x American Black Duck (hybrid),x00004,hybrid,407.2,ABDU MADU MALL,ANRU ANPL,ABDH,Anseriformes,"Ducks, Geese, and Waterfowl",Anatidae,,,
Anas platyrhynchos/rubripes,Mallard/American Black Duck,y00600,slash,407.5,ABDU MADU MALL,ANRU ANPL,,Anseriformes,"Ducks, Geese, and Waterfowl",Anatidae,,,
Anas fulvigula,Mottled Duck,motduc,species,409.0,,ANFU,MODU,Anseriformes,"Ducks, Geese, and Waterfowl",Anatidae,,,
Anas fulvigula fulvigula,Mottled Duck (Florida),motduc1,issf,410.0,MODU,ANFU,,Anseriformes,"Ducks, Geese, and Waterfowl",Anatidae,motduc,,
Anas fulvigula maculosa,Mottled Duck (Gulf Coast),motduc2,issf,411.0,MODU,ANFU,,Anseriformes,"Ducks, Geese, and Waterfowl",Anatidae,motduc,,
Anas platyrhynchos x fulvigula,Mallard x Mottled Duck (hybrid),x00422,hybrid,411.5,MADU MALL MODU,ANFU ANPL,,Anseriformes,"Ducks, Geese, and Waterfowl",Anatidae,,,
Anas platyrhynchos/fulvigula,Mallard/Mottled Duck,y00632,slash,411.6,MADU MODU MALL,ANFU ANPL,,Anseriformes,"Ducks, Geese, and Waterfowl",Anatidae,,,
Anas rubripes/fulvigula,American Black/Mottled Duck,y00633,slash,411.65,ABDU MODU,ANFU ANRU,,Anseriformes,"Ducks, Geese, and Waterfowl",Anatidae,,,
Anas capensis,Cape Teal,captea1,species,439.9,CATE,ANCA,,Anseriformes,"Ducks, Geese, and Waterfowl",Anatidae,,,
Anas bahamensis,White-cheeked Pintail,whcpin,species,440.0,WCPI,ANBA,WCHP,Anseriformes,"Ducks, Geese, and Waterfowl",Anatidae,,,
Anas bahamensis bahamensis/rubrirostris,White-cheeked Pintail (White-cheeked),whcpin1,issf,441.0,WCHP WCPI,ANBA,,Anseriformes,"Ducks, Geese, and Waterfowl",Anatidae,whcpin,,
Anas bahamensis galapagensis,White-cheeked Pintail (Galapagos),whcpin2,issf,444.0,WCHP WCPI,ANBA,,Anseriformes,"Ducks, Geese, and Waterfowl",Anatidae,whcpin,,
Anas platyrhynchos x bahamensis,Mallard x White-cheeked Pintail (hybrid),x00778,hybrid,444.2,WCHP WCPI MADU MALL,ANBA ANPL,,Anseriformes,"Ducks, Geese, and Waterfowl",Anatidae,,,
Anas erythrorhyncha,Red-billed Duck,rebduc1,species,445.0,RBDU RBTE,ANER,,Anseriformes,"Ducks, Geese, and Waterfowl",Anatidae,,,
Anas acuta,Northern Pintail,norpin,species,446.0,,ANAC,NOPI,Anseriformes,"Ducks, Geese, and Waterfowl",Anatidae,,,
Sibirionetta formosa x Anas acuta,Baikal Teal x Northern Pintail (hybrid),x00837,hybrid,446.1,NOPI BATE,ANFO ANAC,,Anseriformes,"Ducks, Geese, and Waterfowl",Anatidae,,,
Mareca strepera x Anas acuta,Gadwall x Northern Pintail (hybrid),x00610,hybrid,446.3,GADW NOPI,ANST ANAC,,Anseriformes,"Ducks, Geese, and Waterfowl",Anatidae,,,
Mareca penelope x Anas acuta,Eurasian Wigeon x Northern Pintail (hybrid),x00761,hybrid,446.5,NOPI EUWI,ANPE ANAC,,Anseriformes,"Ducks, Geese, and Waterfowl",Anatidae,,,
Mareca americana x Anas acuta,American Wigeon x Northern Pintail (hybrid),x00196,hybrid,446.6,AMWI NOPI,ANAC ANAM,,Anseriformes,"Ducks, Geese, and Waterfowl",Anatidae,,,
Anas platyrhynchos x acuta,Mallard x Northern Pintail (hybrid),x00628,hybrid,446.8,NOPI MADU MALL,ANAC ANPL,,Anseriformes,"Ducks, Geese, and Waterfowl",Anatidae,,,
Anas rubripes x acuta,American Black Duck x Northern Pintail (hybrid),x00674,hybrid,446.9,ABDU NOPI,ANAC ANRU,,Anseriformes,"Ducks, Geese, and Waterfowl",Anatidae,,,
Anas eatoni,Eaton's Pintail,eatpin1,species,447.0,EAPI,ANEA,,Anseriformes,"Ducks, Geese, and Waterfowl",Anatidae,,,
Anas georgica,Yellow-billed Pintail,yebpin1,species,450.0,YBPI,ANGE,,Anseriformes,"Ducks, Geese, and Waterfowl",Anatidae,,,
Anas georgica georgica,Yellow-billed Pintail (South Georgia),yebpin2,issf,451.0,YBPI,ANGE,,Anseriformes,"Ducks, Geese, and Waterfowl",Anatidae,yebpin1,,
Anas georgica spinicauda/niceforoi,Yellow-billed Pintail (South American),yebpin3,issf,452.0,YBPI,ANGE,,Anseriformes,"Ducks, Geese, and Waterfowl",Anatidae,yebpin1,,
Anas crecca,Green-winged Teal,gnwtea,species,462.0,EUTE EWTE EGWT,ANCR,GWTE,Anseriformes,"Ducks, Geese, and Waterfowl",Anatidae,,,
Anas crecca crecca/nimia,Green-winged Teal (Eurasian),egwtea1,issf,463.0,GWTE EUTE EWTE EGWT,ANCR,EGWT,Anseriformes,"Ducks, Geese, and Waterfowl",Anatidae,gnwtea,,
Anas crecca carolinensis,Green-winged Teal (American),agwtea1,issf,467.0,GWTE EUTE EWTE EGWT,ANCR,AGWT,Anseriformes,"Ducks, Geese, and Waterfowl",Anatidae,gnwtea,,
Anas crecca crecca/nimia x carolinensis,Green-winged Teal (intergrade),gnwtea1,intergrade,467.5,GWTE EUTE EWTE EGWT,ANCR,,Anseriformes,"Ducks, Geese, and Waterfowl",Anatidae,gnwtea,,
Spatula querquedula/Anas crecca,Garganey/Green-winged Teal,y00766,slash,467.55,GWTE EUTE EWTE GARG EGWT,ANCR ANQU,,Anseriformes,"Ducks, Geese, and Waterfowl",Anatidae,,,
Spatula discors x Anas crecca,Blue-winged x Green-winged Teal (hybrid),x00673,hybrid,467.6,GWTE BWTE EUTE EWTE EGWT,ANDI ANCR,,Anseriformes,"Ducks, Geese, and Waterfowl",Anatidae,,,
Spatula cyanoptera x Anas crecca,Cinnamon x Green-winged Teal (hybrid),x00763,hybrid,467.8,CITE GWTE EUTE EWTE EGWT,ANCY ANCR,,Anseriformes,"Ducks, Geese, and Waterfowl",Anatidae,,,
Mareca strepera x Anas crecca,Gadwall x Green-winged Teal (hybrid),x00762,hybrid,467.9,GWTE EUTE EWTE GADW EGWT,ANST ANCR,,Anseriformes,"Ducks, Geese, and Waterfowl",Anatidae,,,
Mareca americana x Anas crecca,American Wigeon x Green-winged Teal (hybrid),x00646,hybrid,467.93,AMWI GWTE EUTE EWTE EGWT,ANCR ANAM,,Anseriformes,"Ducks, Geese, and Waterfowl",Anatidae,,,
Anas platyrhynchos x crecca,Mallard x Green-winged Teal (hybrid),x00670,hybrid,467.95,GWTE EUTE EWTE MADU EGWT MALL,ANCR ANPL,,Anseriformes,"Ducks, Geese, and Waterfowl",Anatidae,,,
Anas acuta x crecca,Northern Pintail x Green-winged Teal (hybrid),x00725,hybrid,467.97,GWTE EUTE EWTE NOPI EGWT,ANAC ANCR,,Anseriformes,"Ducks, Geese, and Waterfowl",Anatidae,,,
Anas andium,Andean Teal,spetea3,species,468.0,ANTE,ANAN,,Anseriformes,"Ducks, Geese, and Waterfowl",Anatidae,,,
Anas andium altipetens,Andean Teal (Merida),andtea2,issf,469.0,ANTE,ANAN,,Anseriformes,"Ducks, Geese, and Waterfowl",Anatidae,spetea3,,
Anas andium andium,Andean Teal (Andean),andtea3,issf,470.0,ANTE,ANAN,,Anseriformes,"Ducks, Geese, and Waterfowl",Anatidae,spetea3,,
Anas flavirostris,Yellow-billed Teal,yebtea1,species,471.0,YBTE,ANFL,,Anseriformes,"Ducks, Geese, and Waterfowl",Anatidae,,,
