SCIENTIFIC_NAME,COMMON_NAME,SPECIES_CODE,ORDER
Aythya americana x marila,Redhead x Greater Scaup (hybrid),x00680,Anseriformes
Aythya collaris x marila,Ring-necked Duck x Greater Scaup (hybrid),x00779,Anseriformes
Aythya fuligula x marila,Tufted Duck x Greater Scaup (hybrid),x00654,Anseriformes
Aythya affinis,Lesser Scaup,lessca,Anseriformes
Aythya americana x affinis,Redhead x Lesser Scaup (hybrid),x00678,Anseriformes
Aythya collaris x affinis,Ring-necked Duck x Lesser Scaup (hybrid),x00613,Anseriformes
Aythya fuligula x affinis,Tufted Duck x Lesser Scaup (hybrid),x00653,Anseriformes
Aythya marila/affinis,Greater/Lesser Scaup,scaup,Anseriformes
Aythya americana x marila/affinis,Redhead x scaup sp. (hybrid),x00681,Anseriformes
Aythya collaris x marila/affinis,Ring-necked Duck x scaup sp. (hybrid),x00682,Anseriformes
Aythya fuligula x marila/affinis,Tufted Duck x scaup sp. (hybrid),tdxsca1,Anseriformes
Aythya sp.,Aythya sp.,aythya1,Anseriformes
Polysticta stelleri,Steller's Eider,steeid,Anseriformes
Somateria fischeri,Spectacled Eider,speeid,Anseriformes
Somateria spectabilis,King Eider,kineid,Anseriformes
Somateria mollissima,Common Eider,comeid,Anseriformes
Somateria mollissima mollissima,Common Eider (Eurasian),comeid5,Anseriformes
Somateria mollissima faeroeensis,Common Eider (Faeroe Is.),comeid6,Anseriformes
Somateria mollissima v-nigrum,Common Eider (Pacific),comeid1,Anseriformes
Somateria mollissima dresseri,Common Eider (Dresser's),comeid2,Anseriformes
Somateria mollissima borealis,Common Eider (Northern),comeid3,Anseriformes
Somateria mollissima sedentaria,Common Eider (Hudson Bay),comeid4,Anseriformes
Anas platyrhynchos x Somateria mollissima,Mallard x Common Eider (hybrid),x00881,Anseriformes
Somateria spectabilis/mollissima,King/Common Eider,eider,Anseriformes
Somateria spectabilis x mollissima,King x Common Eider (hybrid),x00665,Anseriformes
Somateria sp.,eider sp.,eider1,Anseriformes
Histrionicus histrionicus,Harlequin Duck,harduc,Anseriformes
Camptorhynchus labradorius,Labrador Duck,labduc,Anseriformes
Melanitta perspicillata,Surf Scoter,sursco,Anseriformes
Melanitta fusca,White-winged Scoter,whwsco,Anseriformes
Melanitta fusca fusca,White-winged Scoter (Velvet),whwsco3,Anseriformes
Melanitta fusca stejnegeri,White-winged Scoter (Siberian),whwsco1,Anseriformes
Melanitta fusca deglandi,White-winged Scoter (North American),whwsco2,Anseriformes
Melanitta perspicillata x fusca,Surf x White-winged Scoter (hybrid),x00882,Anseriformes
Melanitta nigra,Common Scoter,blksco1,Anseriformes
Melanitta americana,Black Scoter,blksco2,Anseriformes
Melanitta perspicillata/americana,Surf/Black Scoter,dawsco,Anseriformes
Melanitta nigra/americana,Common/Black Scoter,blksco,Anseriformes
Melanitta sp.,scoter sp.,scoter,Anseriformes
Clangula hyemalis,Long-tailed Duck,lotduc,Anseriformes
Bucephala albeola,Bufflehead,buffle,Anseriformes
Bucephala clangula,Common Goldeneye,comgol,Anseriformes
Bucephala albeola x clangula,Bufflehead x Common Goldeneye (hybrid),x00655,Anseriformes
Bucephala islandica,Barrow's Goldeneye,bargol,Anseriformes
Bucephala clangula x islandica,Common x Barrow's Goldeneye (hybrid),cxbgol1,Anseriformes
Bucephala clangula/islandica,Common/Barrow's Goldeneye,y00004,Anseriformes
Mergellus albellus,Smew,smew,Anseriformes
Lophodytes cucullatus,Hooded Merganser,hoomer,Anseriformes
Aix sponsa x Lophodytes cucullatus,Wood Duck x Hooded Merganser (hybrid),x00202,Anseriformes
Bucephala albeola x Lophodytes cucullatus,Bufflehead x Hooded Merganser (hybrid),x00424,Anseriformes
Bucephala clangula x Lophodytes cucullatus,Common Goldeneye x Hooded Merganser (hybrid),x00425,Anseriformes
Bucephala islandica x Lophodytes cucullatus,Barrow's Goldeneye x Hooded Merganser (hybrid),x00426,Anseriformes
Bucephala clangula/islandica x Lophodytes cucullatus,goldeneye sp. x Hooded Merganser (hybrid),x00631,Anseriformes
Mergus australis,Auckland Islands Merganser,auimer1,Anseriformes
Mergus merganser,Common Merganser,commer,Anseriformes
Mergus merganser merganser/orientalis,Common Merganser (Eurasian),goosan1,Anseriformes
Mergus merganser americanus,Common Merganser (North American),commer1,Anseriformes
Somateria mollissima x Mergus merganser,Common Eider x Common Merganser (hybrid),x00840,Anseriformes
Lophodytes cucullatus x Mergus merganser,Hooded x Common Merganser (hybrid),x00726,Anseriformes
Mergus octosetaceus,Brazilian Merganser,bramer1,Anseriformes
Mergus serrator,Red-breasted Merganser,rebmer,Anseriformes
Aythya collaris x Mergus serrator,Ring-necked Duck x Red-breasted Merganser (hybrid),x00614,Anseriformes
Mergus merganser x serrator,Common x Red-breasted Merganser (hybrid),x00780,Anseriformes
Mergus merganser/serrator,Common/Red-breasted Merganser,y00224,Anseriformes
Mergus squamatus,Scaly-sided Merganser,scsmer1,Anseriformes
Mergellus/Lophodytes/Mergus sp.,merganser sp.,mergan1,Anseriformes
Heteronetta atricapilla,Black-headed Duck,blhduc1,Anseriformes
Nomonyx dominicus,Masked Duck,masduc,Anseriformes
Oxyura jamaicensis,Ruddy Duck,rudduc,Anseriformes
Oxyura jamaicensis jamaicensis/andina,Ruddy Duck (Ruddy),rudduc1,Anseriformes
Oxyura jamaicensis ferruginea,Ruddy Duck (Andean),rudduc2,Anseriformes
Nomonyx dominicus/Oxyura jamaicensis,Masked/Ruddy Duck,y00710,Anseriformes
Oxyura leucocephala,White-headed Duck,whhduc1,Anseriformes
Oxyura jamaicensis x leucocephala,Ruddy x White-headed Duck (hybrid),x00705,Anseriformes
Oxyura maccoa,Maccoa Duck,macduc1,Anseriformes
Oxyura vittata,Lake Duck,lakduc1,Anseriformes
Oxyura jamaicensis/vittata,Ruddy/Lake Duck,y00601,Anseriformes
Oxyura australis,Blue-billed Duck,blbduc1,Anseriformes
Biziura lobata,Musk Duck,musduc1,Anseriformes
Anatinae sp.,duck sp.,duck1,Anseriformes
Anatidae sp.,waterfowl sp.,waterf1,Anseriformes
Alectura lathami,Australian Brushturkey,ausbrt1,Galliformes
Aepypodius arfakianus,Wattled Brushturkey,watbrt1,Galliformes
Aepypodius bruijnii,Waigeo Brushturkey,brubrt1,Galliformes
Talegalla cuvieri,Red-billed Brushturkey,rebbrt1,Galliformes
Talegalla fuscirostris,Yellow-legged Brushturkey,bkbbrt1,Galliformes
Talegalla jobiensis,Red-legged Brushturkey,bncbrt1,Galliformes
Talegalla sp.,Talegalla sp.,talega1,Galliformes
Leipoa ocellata,Malleefowl,mallee1,Galliformes
Macrocephalon maleo,Maleo,maleo1,Galliformes
Eulipoa wallacei,Moluccan Scrubfowl,molscr1,Galliformes
Megapodius pritchardii,Niuafoou Scrubfowl,niuscr1,Galliformes
Megapodius laperouse,Micronesian Scrubfowl,micscr1,Galliformes
Megapodius nicobariensis,Nicobar Scrubfowl,nicscr1,Galliformes
Megapodius cumingii,Tabon Scrubfowl,tabscr1,Galliformes
Megapodius bernsteinii,Sula Scrubfowl,sulscr1,Galliformes
Megapodius tenimberensis,Tanimbar Scrubfowl,tanscr1,Galliformes
Megapodius freycinet,Dusky Scrubfowl,dusscr2,Galliformes
Megapodius geelvinkianus,Biak Scrubfowl,dusscr3,Galliformes
Megapodius forsteni,Forsten's Scrubfowl,forscr1,Galliformes
Megapodius eremita,Melanesian Scrubfowl,melscr1,Galliformes
Megapodius layardi,Vanuatu Scrubfowl,vanscr1,Galliformes
Megapodius decollatus,New Guinea Scrubfowl,negscr1,Galliformes
Megapodius reinwardt,Orange-footed Scrubfowl,orfscr1,Galliformes
Ortalis vetula,Plain Chachalaca,placha,Galliformes
Ortalis cinereiceps,Gray-headed Chachalaca,grhcha1,Galliformes
Ortalis garrula,Chestnut-winged Chachalaca,chwcha1,Galliformes
Ortalis ruficauda,Rufous-vented Chachalaca,ruvcha1,Galliformes
Ortalis ruficauda ruficrissa,Rufous-vented Chachalaca (Rufous-vented),ruvcha2,Galliformes
Ortalis ruficauda ruficauda,Rufous-vented Chachalaca (Rufous-tipped),ruvcha3,Galliformes
Ortalis erythroptera,Rufous-headed Chachalaca,ruhcha1,Galliformes
Ortalis wagleri,Rufous-bellied Chachalaca,rubcha1,Galliformes
Ortalis poliocephala,West Mexican Chachalaca,wemcha1,Galliformes
Ortalis canicollis,Chaco Chachalaca,chacha1,Galliformes
Ortalis leucogastra,White-bellied Chachalaca,whbcha1,Galliformes
Ortalis columbiana,Colombian Chachalaca,colcha1,Galliformes
Ortalis guttata,Speckled Chachalaca,specha3,Galliformes
Ortalis araucuan,East Brazilian Chachalaca,specha2,Galliformes
Ortalis squamata,Scaled Chachalaca,specha4,Galliformes
Ortalis motmot,Variable Chachalaca,varcha1,Galliformes
Ortalis motmot motmot,Variable Chachalaca (Little),varcha2,Galliformes
Ortalis motmot ruficeps,Variable Chachalaca (Chestnut-headed),varcha3,Galliformes
Ortalis superciliaris,Buff-browed Chachalaca,bubcha1,Galliformes
Ortalis sp.,chachalaca sp.,chacha2,Galliformes
Penelope argyrotis,Band-tailed Guan,batgua1,Galliformes
Penelope barbata,Bearded Guan,beagua1,Galliformes
Penelope ortoni,Baudo Guan,baugua1,Galliformes
Penelope montagnii,Andean Guan,andgua1,Galliformes
Penelope marail,Marail Guan,margua1,Galliformes
Penelope superciliaris,Rusty-margined Guan,rumgua1,Galliformes
Penelope dabbenei,Red-faced Guan,refgua1,Galliformes
Penelope jacquacu,Spix's Guan,spigua1,Galliformes
Penelope jacquacu granti,Spix's Guan (Grant's),spigua3,Galliformes
Penelope jacquacu [jacquacu Group],Spix's Guan (Spix's),spigua2,Galliformes
Penelope marail/jacquacu,Marail/Spix's Guan,y00657,Galliformes
Penelope purpurascens,Crested Guan,cregua1,Galliformes
Penelope perspicax,Cauca Guan,caugua1,Galliformes
Penelope albipennis,White-winged Guan,whwgua1,Galliformes
Penelope obscura,Dusky-legged Guan,dulgua1,Galliformes
Penelope obscura obscura/bronzina,Dusky-legged Guan (Dusky-legged),dulgua2,Galliformes
Penelope obscura bridgesi,Dusky-legged Guan (Bridges's),dulgua3,Galliformes
Penelope pileata,White-crested Guan,whcgua1,Galliformes
Penelope ochrogaster,Chestnut-bellied Guan,chbgua1,Galliformes
Penelope jacucaca,White-browed Guan,whbgua1,Galliformes
Penelope sp.,Penelope sp.,penelo1,Galliformes
Pipile pipile,Trinidad Piping-Guan,trpgua1,Galliformes
Pipile cumanensis,Blue-throated Piping-Guan,btpgua1,Galliformes
Pipile cumanensis cumanensis,Blue-throated Piping-Guan (Blue-throated),butpig1,Galliformes
Pipile cumanensis grayi,Blue-throated Piping-Guan (White-throated),butpig2,Galliformes
Pipile cujubi,Red-throated Piping-Guan,rtpgua1,Galliformes
Pipile cujubi cujubi,Red-throated Piping-Guan (Gray-crested),retpig1,Galliformes
Pipile cujubi nattereri,Red-throated Piping-Guan (White-crested),retpig2,Galliformes
Pipile cumanensis/cujubi,Blue-throated/Red-throated Piping-Guan,y00831,Galliformes
Pipile jacutinga,Black-fronted Piping-Guan,bfpgua1,Galliformes
Aburria aburri,Wattled Guan,watgua1,Galliformes
Chamaepetes unicolor,Black Guan,blagua1,Galliformes
Chamaepetes goudotii,Sickle-winged Guan,siwgua1,Galliformes
Penelopina nigra,Highland Guan,higgua1,Galliformes
Oreophasis derbianus,Horned Guan,horgua1,Galliformes
Nothocrax urumutum,Nocturnal Curassow,noccur1,Galliformes
Mitu tomentosum,Crestless Curassow,crecur2,Galliformes
Mitu salvini,Salvin's Curassow,salcur1,Galliformes
Mitu tuberosum,Razor-billed Curassow,rabcur2,Galliformes
Mitu mitu,Alagoas Curassow,alacur1,Galliformes
Pauxi pauxi,Helmeted Curassow,helcur1,Galliformes
Pauxi koepckeae,Sira Curassow,horcur2,Galliformes
Pauxi unicornis,Horned Curassow,horcur3,Galliformes
Crax rubra,Great Curassow,grecur1,Galliformes
Crax alberti,Blue-billed Curassow,bubcur1,Galliformes
Crax daubentoni,Yellow-knobbed Curassow,yekcur1,Galliformes
Crax alector,Black Curassow,blacur1,Galliformes
Crax globulosa,Wattled Curassow,watcur1,Galliformes
Crax fasciolata,Bare-faced Curassow,bafcur1,Galliformes
Crax fasciolata pinima,Bare-faced Curassow (Belem),bafcur2,Galliformes
Crax fasciolata fasciolata/grayi,Bare-faced Curassow (Bare-faced),bafcur3,Galliformes
Crax blumenbachii,Red-billed Curassow,rebcur1,Galliformes
Cracidae sp. (curassow sp.),curassow sp.,curass1,Galliformes
Cracidae sp.,Cracidae sp.,cracid1,Galliformes
Numida meleagris,Helmeted Guineafowl,helgui,Galliformes
Numida meleagris sabyi,Helmeted Guineafowl (Moroccan),helgui2,Galliformes
Numida meleagris galeatus,Helmeted Guineafowl (West African),helgui4,Galliformes
Numida meleagris meleagris/somaliensis,Helmeted Guineafowl (Helmeted),helgui3,Galliformes
Numida meleagris reichenowi,Helmeted Guineafowl (Reichenow's),helgui5,Galliformes
Numida meleagris [mitratus Group],Helmeted Guineafowl (Tufted),helgui6,Galliformes
Numida meleagris (Domestic type),Helmeted Guineafowl (Domestic type),helgui1,Galliformes
Agelastes meleagrides,White-breasted Guineafowl,whbgui1,Galliformes
Agelastes niger,Black Guineafowl,blagui1,Galliformes
Acryllium vulturinum,Vulturine Guineafowl,vulgui1,Galliformes
Guttera plumifera,Plumed Guineafowl,plugui1,Galliformes
Guttera pucherani,Crested Guineafowl,cregui1,Galliformes
Guttera pucherani pucherani,Crested Guineafowl (Kenya),cregui3,Galliformes
Guttera pucherani verreauxi/sclateri,Crested Guineafowl (Western),cregui2,Galliformes
Guttera pucherani edouardi/barbata,Crested Guineafowl (Southern),cregui4,Galliformes
Ptilopachus petrosus,Stone Partridge,stopar1,Galliformes
Ptilopachus petrosus petrosus,Stone Partridge (Stone),stopar2,Galliformes
Ptilopachus petrosus major,Stone Partridge (Ethiopian),stopar3,Galliformes
Ptilopachus nahani,Nahan's Francolin,nahfra2,Galliformes
Rhynchortyx cinctus,Tawny-faced Quail,tafqua1,Galliformes
Oreortyx pictus,Mountain Quail,mouqua,Galliformes
Dendrortyx barbatus,Bearded Wood-Partridge,bewpar1,Galliformes
Dendrortyx macroura,Long-tailed Wood-Partridge,ltwpar1,Galliformes
Dendrortyx leucophrys,Buffy-crowned Wood-Partridge,bcwpar1,Galliformes
Philortyx fasciatus,Banded Quail,banqua1,Galliformes
Colinus virginianus,Northern Bobwhite,norbob,Galliformes
Colinus virginianus [virginianus Group],Northern Bobwhite (Eastern),norbob1,Galliformes
Colinus virginianus graysoni/nigripectus,Northern Bobwhite (graysoni),norbob2,Galliformes
Colinus virginianus [pectoralis Group],Northern Bobwhite (pectoralis),norbob3,Galliformes
Colinus virginianus [coyoleos Group],Northern Bobwhite (Masked),masbob1,Galliformes
Colinus nigrogularis,Black-throated Bobwhite,bltbob1,Galliformes
Colinus cristatus,Crested Bobwhite,crebob1,Galliformes
Colinus cristatus [leucopogon Group],Crested Bobwhite (Spot-bellied),crebob2,Galliformes
Colinus cristatus [cristatus Group],Crested Bobwhite (Crested),crebob3,Galliformes
Callipepla squamata,Scaled Quail,scaqua,Galliformes
Colinus virginianus x Callipepla squamata,Northern Bobwhite x Scaled Quail (hybrid),x00688,Galliformes
Callipepla douglasii,Elegant Quail,elequa,Galliformes
Callipepla californica,California Quail,calqua,Galliformes
Callipepla squamata x californica,Scaled x California Quail (hybrid),x00687,Galliformes
Callipepla gambelii,Gambel's Quail,gamqua,Galliformes
Callipepla squamata x gambelii,Scaled x Gambel's Quail (hybrid),x00689,Galliformes
Callipepla californica x gambelii,California x Gambel's Quail (hybrid),y00315,Galliformes
Callipepla californica/gambelii,California/Gambel's Quail,y00711,Galliformes
Cyrtonyx montezumae,Montezuma Quail,monqua,Galliformes
Cyrtonyx montezumae [montezumae Group],Montezuma Quail (Montezuma),monqua1,Galliformes
Cyrtonyx montezumae sallei/rowleyi,Montezuma Quail (Salle's),monqua2,Galliformes
Cyrtonyx ocellatus,Ocellated Quail,ocequa1,Galliformes
Dactylortyx thoracicus,Singing Quail,sinqua1,Galliformes
Odontophorus gujanensis,Marbled Wood-Quail,mawqua1,Galliformes
Odontophorus capueira,Spot-winged Wood-Quail,swwqua1,Galliformes
Odontophorus melanotis,Black-eared Wood-Quail,bewqua1,Galliformes
Odontophorus atrifrons,Black-fronted Wood-Quail,bfwqua1,Galliformes
Odontophorus erythrops,Rufous-fronted Wood-Quail,rfwqua1,Galliformes
Odontophorus hyperythrus,Chestnut Wood-Quail,chwqua1,Galliformes
Odontophorus melanonotus,Dark-backed Wood-Quail,dbwqua1,Galliformes
Odontophorus speciosus,Rufous-breasted Wood-Quail,rbwqua1,Galliformes
Odontophorus dialeucos,Tacarcuna Wood-Quail,tawqua1,Galliformes
Odontophorus strophium,Gorgeted Wood-Quail,gowqua1,Galliformes
Odontophorus columbianus,Venezuelan Wood-Quail,venwoq1,Galliformes
Odontophorus leucolaemus,Black-breasted Wood-Quail,bbwqua1,Galliformes
Odontophorus balliviani,Stripe-faced Wood-Quail,sfwqua1,Galliformes
Odontophorus stellatus,Starred Wood-Quail,stwqua1,Galliformes
Odontophorus guttatus,Spotted Wood-Quail,spwqua1,Galliformes
Odontophorus sp.,wood-quail sp.,wood-q1,Galliformes
Odontophoridae sp.,new world quail sp.,quail1,Galliformes
Xenoperdix udzungwensis,Udzungwa Partridge,udzpar1,Galliformes
Xenoperdix udzungwensis udzungwensis,Udzungwa Partridge (Udzungwa),udzpar3,Galliformes
Xenoperdix udzungwensis obscurata,Udzungwa Partridge (Rubeho),udzpar2,Galliformes
Caloperdix oculeus,Ferruginous Partridge,ferpar2,Galliformes
Rollulus rouloul,Crested Partridge,crepar1,Galliformes
Melanoperdix niger,Black Partridge,blapar2,Galliformes
Arborophila torqueola,Hill Partridge,hilpar1,Galliformes
Arborophila rufipectus,Sichuan Partridge,sicpar1,Galliformes
Arborophila mandellii,Chestnut-breasted Partridge,chbpar2,Galliformes
Arborophila gingica,White-necklaced Partridge,whnpar2,Galliformes
Arborophila rufogularis,Rufous-throated Partridge,rutpar1,Galliformes
Arborophila atrogularis,White-cheeked Partridge,whcpar1,Galliformes
Arborophila crudigularis,Taiwan Partridge,taipar1,Galliformes
Arborophila ardens,Hainan Partridge,haipar1,Galliformes
Arborophila javanica,Chestnut-bellied Partridge,chbpar1,Galliformes
Arborophila campbelli,Malaysian Partridge,gybpar3,Galliformes
Arborophila rolli,Roll's Partridge,gybpar5,Galliformes
Arborophila sumatrana,Sumatran Partridge,gybpar6,Galliformes
Arborophila rolli/sumatrana,Roll's/Sumatran Partridge,y01018,Galliformes
Arborophila orientalis,Gray-breasted Partridge,gybpar4,Galliformes
Arborophila brunneopectus,Bar-backed Partridge,babpar1,Galliformes
Arborophila davidi,Orange-necked Partridge,ornpar1,Galliformes
Arborophila cambodiana,Chestnut-headed Partridge,chhpar1,Galliformes
Arborophila cambodiana diversa,Chestnut-headed Partridge (Siamese),chhpar3,Galliformes
Arborophila cambodiana cambodiana/chandamonyi,Chestnut-headed Partridge (Chestnut-headed),chhpar2,Galliformes
Arborophila hyperythra,Red-breasted Partridge,rebpar5,Galliformes
Arborophila rubrirostris,Red-billed Partridge,rebpar3,Galliformes
Arborophila chloropus,Scaly-breasted Partridge,scbpar1,Galliformes
Arborophila charltonii,Chestnut-necklaced Partridge,chnpar1,Galliformes
Arborophila charltonii charltonii/atjenensis,Chestnut-necklaced Partridge (Chestnut-necklaced),chnpar2,Galliformes
Arborophila charltonii graydoni,Chestnut-necklaced Partridge (Sabah),chnpar3,Galliformes
Arborophila sp.,Arborophila sp.,arboro1,Galliformes
Rhizothera longirostris,Long-billed Partridge,lobpar1,Galliformes
Rhizothera longirostris longirostris,Long-billed Partridge (Long-billed),lobpar3,Galliformes
Rhizothera longirostris dulitensis,Long-billed Partridge (Hose's),lobpar2,Galliformes
Rheinardia ocellata,Crested Argus,crearg1,Galliformes
Argusianus argus,Great Argus,grearg1,Galliformes
Pavo cristatus,Indian Peafowl,compea,Galliformes
Pavo cristatus (Domestic type),Indian Peafowl (Domestic type),indpea1,Galliformes
Pavo muticus,Green Peafowl,grepea1,Galliformes
Afropavo congensis,Congo Peacock,conpea1,Galliformes
Haematortyx sanguiniceps,Crimson-headed Partridge,crhpar1,Galliformes
Galloperdix spadicea,Red Spurfowl,redspu1,Galliformes
Galloperdix lunulata,Painted Spurfowl,paispu1,Galliformes
Galloperdix spadicea/lunulata,Red/Painted Spurfowl,y00768,Galliformes
Galloperdix bicalcarata,Sri Lanka Spurfowl,ceyspu1,Galliformes
Polyplectron napoleonis,Palawan Peacock-Pheasant,palpep1,Galliformes
Polyplectron malacense,Malayan Peacock-Pheasant,mapphe1,Galliformes
Polyplectron schleiermacheri,Bornean Peacock-Pheasant,bopphe1,Galliformes
Polyplectron germaini,Germain's Peacock-Pheasant,gepphe1,Galliformes
Polyplectron katsumatae,Hainan Peacock-Pheasant,grypep3,Galliformes
Polyplectron inopinatum,Mountain Peacock-Pheasant,mopphe1,Galliformes
