,Scientific_Name,Common_Name,Species_Code,Order
352,Anas platyrhynchos x Aythya americana,Mallard x Redhead (hybrid),x00879,Anseriformes
353,Aythya valisineria x americana,Canvasback x Redhead (hybrid),x00684,Anseriformes
354,Aythya ferina,Common Pochard,compoc,Anseriformes
355,Aythya collaris,Ring-necked Duck,rinduc,Anseriformes
356,Aythya valisineria x collaris,Canvasback x Ring-necked Duck (hybrid),x00880,Anseriformes
357,Aythya americana x collaris,Redhead x Ring-necked Duck (hybrid),x00679,Anseriformes
358,Aythya nyroca,Ferruginous Duck,ferduc,Anseriformes
359,Aythya ferina x nyroca,Common Pochard x Ferruginous Duck (hybrid),x00764,Anseriformes
360,Aythya innotata,Madagascar Pochard,madpoc1,Anseriformes
361,Aythya baeri,Baer's Pochard,baepoc1,Anseriformes
362,Aythya nyroca x baeri,Ferruginous Duck x Baer's Pochard (hybrid),x00838,Anseriformes
363,Aythya nyroca/baeri,Ferruginous Duck/Baer's Pochard,y00709,Anseriformes
364,Aythya australis,White-eyed Duck,wheduc1,Anseriformes
365,Aythya fuligula,Tufted Duck,tufduc,Anseriformes
366,Aythya ferina x fuligula,Common Pochard x Tufted Duck (hybrid),x00683,Anseriformes
367,Aythya collaris x fuligula,Ring-necked x Tufted Duck (hybrid),x00652,Anseriformes
368,Aythya nyroca x fuligula,Ferruginous x Tufted Duck (hybrid),x00839,Anseriformes
369,Aythya novaeseelandiae,New Zealand Scaup,nezsca1,Anseriformes
370,Aythya marila,Greater Scaup,gresca,Anseriformes
371,Aythya americana x marila,Redhead x Greater Scaup (hybrid),x00680,Anseriformes
372,Aythya collaris x marila,Ring-necked Duck x Greater Scaup (hybrid),x00779,Anseriformes
373,Aythya fuligula x marila,Tufted Duck x Greater Scaup (hybrid),x00654,Anseriformes
374,Aythya affinis,Lesser Scaup,lessca,Anseriformes
375,Aythya americana x affinis,Redhead x Lesser Scaup (hybrid),x00678,Anseriformes
376,Aythya collaris x affinis,Ring-necked Duck x Lesser Scaup (hybrid),x00613,Anseriformes
377,Aythya fuligula x affinis,Tufted Duck x Lesser Scaup (hybrid),x00653,Anseriformes
378,Aythya marila/affinis,Greater/Lesser Scaup,scaup,Anseriformes
379,Aythya americana x marila/affinis,Redhead x scaup sp. (hybrid),x00681,Anseriformes
380,Aythya collaris x marila/affinis,Ring-necked Duck x scaup sp. (hybrid),x00682,Anseriformes
381,Aythya fuligula x marila/affinis,Tufted Duck x scaup sp. (hybrid),tdxsca1,Anseriformes
382,Aythya sp.,Aythya sp.,aythya1,Anseriformes
383,Polysticta stelleri,Steller's Eider,steeid,Anseriformes
384,Somateria fischeri,Spectacled Eider,speeid,Anseriformes
385,Somateria spectabilis,King Eider,kineid,Anseriformes
386,Somateria mollissima,Common Eider,comeid,Anseriformes
387,Somateria mollissima mollissima,Common Eider (Eurasian),comeid5,Anseriformes
388,Somateria mollissima faeroeensis,Common Eider (Faeroe Is.),comeid6,Anseriformes
389,Somateria mollissima v-nigrum,Common Eider (Pacific),comeid1,Anseriformes
390,Somateria mollissima dresseri,Common Eider (Dresser's),comeid2,Anseriformes
391,Somateria mollissima borealis,Common Eider (Northern),comeid3,Anseriformes
392,Somateria mollissima sedentaria,Common Eider (Hudson Bay),comeid4,Anseriformes
393,Anas platyrhynchos x Somateria mollissima,Mallard x Common Eider (hybrid),x00881,Anseriformes
394,Somateria spectabilis/mollissima,King/Common Eider,eider,Anseriformes
395,Somateria spectabilis x mollissima,King x Common Eider (hybrid),x00665,Anseriformes
396,Somateria sp.,eider sp.,eider1,Anseriformes
397,Histrionicus histrionicus,Harlequin Duck,harduc,Anseriformes
398,Camptorhynchus labradorius,Labrador Duck,labduc,Anseriformes
399,Melanitta perspicillata,Surf Scoter,sursco,Anseriformes
400,Melanitta fusca,White-winged Scoter,whwsco,Anseriformes
401,Melanitta fusca fusca,White-winged Scoter (Velvet),whwsco3,Anseriformes
402,Melanitta fusca stejnegeri,White-winged Scoter (Siberian),whwsco1,Anseriformes
403,Melanitta fusca deglandi,White-winged Scoter (North American),whwsco2,Anseriformes
404,Melanitta perspicillata x fusca,Surf x White-winged Scoter (hybrid),x00882,Anseriformes
405,Melanitta nigra,Common Scoter,blksco1,Anseriformes
406,Melanitta americana,Black Scoter,blksco2,Anseriformes
407,Melanitta perspicillata/americana,Surf/Black Scoter,dawsco,Anseriformes
408,Melanitta nigra/americana,Common/Black Scoter,blksco,Anseriformes
409,Melanitta sp.,scoter sp.,scoter,Anseriformes
410,Clangula hyemalis,Long-tailed Duck,lotduc,Anseriformes
411,Bucephala albeola,Bufflehead,buffle,Anseriformes
412,Bucephala clangula,Common Goldeneye,comgol,Anseriformes
413,Bucephala albeola x clangula,Bufflehead x Common Goldeneye (hybrid),x00655,Anseriformes
414,Bucephala islandica,Barrow's Goldeneye,bargol,Anseriformes
415,Bucephala clangula x islandica,Common x Barrow's Goldeneye (hybrid),cxbgol1,Anseriformes
416,Bucephala clangula/islandica,Common/Barrow's Goldeneye,y00004,Anseriformes
417,Mergellus albellus,Smew,smew,Anseriformes
418,Lophodytes cucullatus,Hooded Merganser,hoomer,Anseriformes
419,Aix sponsa x Lophodytes cucullatus,Wood Duck x Hooded Merganser (hybrid),x00202,Anseriformes
420,Bucephala albeola x Lophodytes cucullatus,Bufflehead x Hooded Merganser (hybrid),x00424,Anseriformes
421,Bucephala clangula x Lophodytes cucullatus,Common Goldeneye x Hooded Merganser (hybrid),x00425,Anseriformes
422,Bucephala islandica x Lophodytes cucullatus,Barrow's Goldeneye x Hooded Merganser (hybrid),x00426,Anseriformes
423,Bucephala clangula/islandica x Lophodytes cucullatus,goldeneye sp. x Hooded Merganser (hybrid),x00631,Anseriformes
424,Mergus australis,Auckland Islands Merganser,auimer1,Anseriformes
425,Mergus merganser,Common Merganser,commer,Anseriformes
426,Mergus merganser merganser/orientalis,Common Merganser (Eurasian),goosan1,Anseriformes
427,Mergus merganser americanus,Common Merganser (North American),commer1,Anseriformes
428,Somateria mollissima x Mergus merganser,Common Eider x Common Merganser (hybrid),x00840,Anseriformes
429,Lophodytes cucullatus x Mergus merganser,Hooded x Common Merganser (hybrid),x00726,Anseriformes
430,Mergus octosetaceus,Brazilian Merganser,bramer1,Anseriformes
431,Mergus serrator,Red-breasted Merganser,rebmer,Anseriformes
432,Aythya collaris x Mergus serrator,Ring-necked Duck x Red-breasted Merganser (hybrid),x00614,Anseriformes
433,Mergus merganser x serrator,Common x Red-breasted Merganser (hybrid),x00780,Anseriformes
434,Mergus merganser/serrator,Common/Red-breasted Merganser,y00224,Anseriformes
435,Mergus squamatus,Scaly-sided Merganser,scsmer1,Anseriformes
436,Mergellus/Lophodytes/Mergus sp.,merganser sp.,mergan1,Anseriformes
437,Heteronetta atricapilla,Black-headed Duck,blhduc1,Anseriformes
438,Nomonyx dominicus,Masked Duck,masduc,Anseriformes
439,Oxyura jamaicensis,Ruddy Duck,rudduc,Anseriformes
440,Oxyura jamaicensis jamaicensis/andina,Ruddy Duck (Ruddy),rudduc1,Anseriformes
441,Oxyura jamaicensis ferruginea,Ruddy Duck (Andean),rudduc2,Anseriformes
442,Nomonyx dominicus/Oxyura jamaicensis,Masked/Ruddy Duck,y00710,Anseriformes
443,Oxyura leucocephala,White-headed Duck,whhduc1,Anseriformes
444,Oxyura jamaicensis x leucocephala,Ruddy x White-headed Duck (hybrid),x00705,Anseriformes
445,Oxyura maccoa,Maccoa Duck,macduc1,Anseriformes
446,Oxyura vittata,Lake Duck,lakduc1,Anseriformes
447,Oxyura jamaicensis/vittata,Ruddy/Lake Duck,y00601,Anseriformes
448,Oxyura australis,Blue-billed Duck,blbduc1,Anseriformes
449,Biziura lobata,Musk Duck,musduc1,Anseriformes
450,Anatinae sp.,duck sp.,duck1,Anseriformes
451,Anatidae sp.,waterfowl sp.,waterf1,Anseriformes
452,Alectura lathami,Australian Brushturkey,ausbrt1,Galliformes
453,Aepypodius arfakianus,Wattled Brushturkey,watbrt1,Galliformes
454,Aepypodius bruijnii,Waigeo Brushturkey,brubrt1,Galliformes
455,Talegalla cuvieri,Red-billed Brushturkey,rebbrt1,Galliformes
456,Talegalla fuscirostris,Yellow-legged Brushturkey,bkbbrt1,Galliformes
457,Talegalla jobiensis,Red-legged Brushturkey,bncbrt1,Galliformes
458,Talegalla sp.,Talegalla sp.,talega1,Galliformes
459,Leipoa ocellata,Malleefowl,mallee1,Galliformes
460,Macrocephalon maleo,Maleo,maleo1,Galliformes
461,Eulipoa wallacei,Moluccan Scrubfowl,molscr1,Galliformes
462,Megapodius pritchardii,Niuafoou Scrubfowl,niuscr1,Galliformes
463,Megapodius laperouse,Micronesian Scrubfowl,micscr1,Galliformes
464,Megapodius nicobariensis,Nicobar Scrubfowl,nicscr1,Galliformes
465,Megapodius cumingii,Tabon Scrubfowl,tabscr1,Galliformes
466,Megapodius bernsteinii,Sula Scrubfowl,sulscr1,Galliformes
467,Megapodius tenimberensis,Tanimbar Scrubfowl,tanscr1,Galliformes
468,Megapodius freycinet,Dusky Scrubfowl,dusscr2,Galliformes
469,Megapodius geelvinkianus,Biak Scrubfowl,dusscr3,Galliformes
470,Megapodius forsteni,Forsten's Scrubfowl,forscr1,Galliformes
471,Megapodius eremita,Melanesian Scrubfowl,melscr1,Galliformes
472,Megapodius layardi,Vanuatu Scrubfowl,vanscr1,Galliformes
473,Megapodius decollatus,New Guinea Scrubfowl,negscr1,Galliformes
474,Megapodius reinwardt,Orange-footed Scrubfowl,orfscr1,Galliformes
475,Ortalis vetula,Plain Chachalaca,placha,Galliformes
476,Ortalis cinereiceps,Gray-headed Chachalaca,grhcha1,Galliformes
477,Ortalis garrula,Chestnut-winged Chachalaca,chwcha1,Galliformes
478,Ortalis ruficauda,Rufous-vented Chachalaca,ruvcha1,Galliformes
479,Ortalis ruficauda ruficrissa,Rufous-vented Chachalaca (Rufous-vented),ruvcha2,Galliformes
480,Ortalis ruficauda ruficauda,Rufous-vented Chachalaca (Rufous-tipped),ruvcha3,Galliformes
481,Ortalis erythroptera,Rufous-headed Chachalaca,ruhcha1,Galliformes
482,Ortalis wagleri,Rufous-bellied Chachalaca,rubcha1,Galliformes
483,Ortalis poliocephala,West Mexican Chachalaca,wemcha1,Galliformes
484,Ortalis canicollis,Chaco Chachalaca,chacha1,Galliformes
485,Ortalis leucogastra,White-bellied Chachalaca,whbcha1,Galliformes
486,Ortalis columbiana,Colombian Chachalaca,colcha1,Galliformes
487,Ortalis guttata,Speckled Chachalaca,specha3,Galliformes
488,Ortalis araucuan,East Brazilian Chachalaca,specha2,Galliformes
489,Ortalis squamata,Scaled Chachalaca,specha4,Galliformes
490,Ortalis motmot,Variable Chachalaca,varcha1,Galliformes
491,Ortalis motmot motmot,Variable Chachalaca (Little),varcha2,Galliformes
492,Ortalis motmot ruficeps,Variable Chachalaca (Chestnut-headed),varcha3,Galliformes
493,Ortalis superciliaris,Buff-browed Chachalaca,bubcha1,Galliformes
494,Ortalis sp.,chachalaca sp.,chacha2,Galliformes
495,Penelope argyrotis,Band-tailed Guan,batgua1,Galliformes
496,Penelope barbata,Bearded Guan,beagua1,Galliformes
497,Penelope ortoni,Baudo Guan,baugua1,Galliformes
498,Penelope montagnii,Andean Guan,andgua1,Galliformes
499,Penelope marail,Marail Guan,margua1,Galliformes
500,Penelope superciliaris,Rusty-margined Guan,rumgua1,Galliformes
501,Penelope dabbenei,Red-faced Guan,refgua1,Galliformes
502,Penelope jacquacu,Spix's Guan,spigua1,Galliformes
503,Penelope jacquacu granti,Spix's Guan (Grant's),spigua3,Galliformes
504,Penelope jacquacu [jacquacu Group],Spix's Guan (Spix's),spigua2,Galliformes
505,Penelope marail/jacquacu,Marail/Spix's Guan,y00657,Galliformes
506,Penelope purpurascens,Crested Guan,cregua1,Galliformes
507,Penelope perspicax,Cauca Guan,caugua1,Galliformes
508,Penelope albipennis,White-winged Guan,whwgua1,Galliformes
509,Penelope obscura,Dusky-legged Guan,dulgua1,Galliformes
510,Penelope obscura obscura/bronzina,Dusky-legged Guan (Dusky-legged),dulgua2,Galliformes
511,Penelope obscura bridgesi,Dusky-legged Guan (Bridges's),dulgua3,Galliformes
512,Penelope pileata,White-crested Guan,whcgua1,Galliformes
513,Penelope ochrogaster,Chestnut-bellied Guan,chbgua1,Galliformes
514,Penelope jacucaca,White-browed Guan,whbgua1,Galliformes
515,Penelope sp.,Penelope sp.,penelo1,Galliformes
516,Pipile pipile,Trinidad Piping-Guan,trpgua1,Galliformes
517,Pipile cumanensis,Blue-throated Piping-Guan,btpgua1,Galliformes
518,Pipile cumanensis cumanensis,Blue-throated Piping-Guan (Blue-throated),butpig1,Galliformes
519,Pipile cumanensis grayi,Blue-throated Piping-Guan (White-throated),butpig2,Galliformes
520,Pipile cujubi,Red-throated Piping-Guan,rtpgua1,Galliformes
521,Pipile cujubi cujubi,Red-throated Piping-Guan (Gray-crested),retpig1,Galliformes
522,Pipile cujubi nattereri,Red-throated Piping-Guan (White-crested),retpig2,Galliformes
523,Pipile cumanensis/cujubi,Blue-throated/Red-throated Piping-Guan,y00831,Galliformes
524,Pipile jacutinga,Black-fronted Piping-Guan,bfpgua1,Galliformes
525,Aburria aburri,Wattled Guan,watgua1,Galliformes
526,Chamaepetes unicolor,Black Guan,blagua1,Galliformes
527,Chamaepetes goudotii,Sickle-winged Guan,siwgua1,Galliformes
528,Penelopina nigra,Highland Guan,higgua1,Galliformes
529,Oreophasis derbianus,Horned Guan,horgua1,Galliformes
530,Nothocrax urumutum,Nocturnal Curassow,noccur1,Galliformes
531,Mitu tomentosum,Crestless Curassow,crecur2,Galliformes
532,Mitu salvini,Salvin's Curassow,salcur1,Galliformes
533,Mitu tuberosum,Razor-billed Curassow,rabcur2,Galliformes
534,Mitu mitu,Alagoas Curassow,alacur1,Galliformes
535,Pauxi pauxi,Helmeted Curassow,helcur1,Galliformes
536,Pauxi koepckeae,Sira Curassow,horcur2,Galliformes
537,Pauxi unicornis,Horned Curassow,horcur3,Galliformes
538,Crax rubra,Great Curassow,grecur1,Galliformes
539,Crax alberti,Blue-billed Curassow,bubcur1,Galliformes
540,Crax daubentoni,Yellow-knobbed Curassow,yekcur1,Galliformes
541,Crax alector,Black Curassow,blacur1,Galliformes
542,Crax globulosa,Wattled Curassow,watcur1,Galliformes
543,Crax fasciolata,Bare-faced Curassow,bafcur1,Galliformes
544,Crax fasciolata pinima,Bare-faced Curassow (Belem),bafcur2,Galliformes
545,Crax fasciolata fasciolata/grayi,Bare-faced Curassow (Bare-faced),bafcur3,Galliformes
546,Crax blumenbachii,Red-billed Curassow,rebcur1,Galliformes
547,Cracidae sp. (curassow sp.),curassow sp.,curass1,Galliformes
548,Cracidae sp.,Cracidae sp.,cracid1,Galliformes
549,Numida meleagris,Helmeted Guineafowl,helgui,Galliformes
550,Numida meleagris sabyi,Helmeted Guineafowl (Moroccan),helgui2,Galliformes
551,Numida meleagris galeatus,Helmeted Guineafowl (West African),helgui4,Galliformes
552,Numida meleagris meleagris/somaliensis,Helmeted Guineafowl (Helmeted),helgui3,Galliformes
553,Numida meleagris reichenowi,Helmeted Guineafowl (Reichenow's),helgui5,Galliformes
554,Numida meleagris [mitratus Group],Helmeted Guineafowl (Tufted),helgui6,Galliformes
555,Numida meleagris (Domestic type),Helmeted Guineafowl (Domestic type),helgui1,Galliformes
556,Agelastes meleagrides,White-breasted Guineafowl,whbgui1,Galliformes
557,Agelastes niger,Black Guineafowl,blagui1,Galliformes
558,Acryllium vulturinum,Vulturine Guineafowl,vulgui1,Galliformes
559,Guttera plumifera,Plumed Guineafowl,plugui1,Galliformes
560,Guttera pucherani,Crested Guineafowl,cregui1,Galliformes
561,Guttera pucherani pucherani,Crested Guineafowl (Kenya),cregui3,Galliformes
562,Guttera pucherani verreauxi/sclateri,Crested Guineafowl (Western),cregui2,Galliformes
563,Guttera pucherani edouardi/barbata,Crested Guineafowl (Southern),cregui4,Galliformes
564,Ptilopachus petrosus,Stone Partridge,stopar1,Galliformes
565,Ptilopachus petrosus petrosus,Stone Partridge (Stone),stopar2,Galliformes
566,Ptilopachus petrosus major,Stone Partridge (Ethiopian),stopar3,Galliformes
567,Ptilopachus nahani,Nahan's Francolin,nahfra2,Galliformes
568,Rhynchortyx cinctus,Tawny-faced Quail,tafqua1,Galliformes
569,Oreortyx pictus,Mountain Quail,mouqua,Galliformes
570,Dendrortyx barbatus,Bearded Wood-Partridge,bewpar1,Galliformes
571,Dendrortyx macroura,Long-tailed Wood-Partridge,ltwpar1,Galliformes
572,Dendrortyx leucophrys,Buffy-crowned Wood-Partridge,bcwpar1,Galliformes
573,Philortyx fasciatus,Banded Quail,banqua1,Galliformes
574,Colinus virginianus,Northern Bobwhite,norbob,Galliformes
575,Colinus virginianus [virginianus Group],Northern Bobwhite (Eastern),norbob1,Galliformes
576,Colinus virginianus graysoni/nigripectus,Northern Bobwhite (graysoni),norbob2,Galliformes
577,Colinus virginianus [pectoralis Group],Northern Bobwhite (pectoralis),norbob3,Galliformes
578,Colinus virginianus [coyoleos Group],Northern Bobwhite (Masked),masbob1,Galliformes
579,Colinus nigrogularis,Black-throated Bobwhite,bltbob1,Galliformes
580,Colinus cristatus,Crested Bobwhite,crebob1,Galliformes
581,Colinus cristatus [leucopogon Group],Crested Bobwhite (Spot-bellied),crebob2,Galliformes
582,Colinus cristatus [cristatus Group],Crested Bobwhite (Crested),crebob3,Galliformes
583,Callipepla squamata,Scaled Quail,scaqua,Galliformes
584,Colinus virginianus x Callipepla squamata,Northern Bobwhite x Scaled Quail (hybrid),x00688,Galliformes
585,Callipepla douglasii,Elegant Quail,elequa,Galliformes
586,Callipepla californica,California Quail,calqua,Galliformes
587,Callipepla squamata x californica,Scaled x California Quail (hybrid),x00687,Galliformes
588,Callipepla gambelii,Gambel's Quail,gamqua,Galliformes
589,Callipepla squamata x gambelii,Scaled x Gambel's Quail (hybrid),x00689,Galliformes
590,Callipepla californica x gambelii,California x Gambel's Quail (hybrid),y00315,Galliformes
591,Callipepla californica/gambelii,California/Gambel's Quail,y00711,Galliformes
592,Cyrtonyx montezumae,Montezuma Quail,monqua,Galliformes
593,Cyrtonyx montezumae [montezumae Group],Montezuma Quail (Montezuma),monqua1,Galliformes
594,Cyrtonyx montezumae sallei/rowleyi,Montezuma Quail (Salle's),monqua2,Galliformes
595,Cyrtonyx ocellatus,Ocellated Quail,ocequa1,Galliformes
596,Dactylortyx thoracicus,Singing Quail,sinqua1,Galliformes
597,Odontophorus gujanensis,Marbled Wood-Quail,mawqua1,Galliformes
598,Odontophorus capueira,Spot-winged Wood-Quail,swwqua1,Galliformes
599,Odontophorus melanotis,Black-eared Wood-Quail,bewqua1,Galliformes
600,Odontophorus atrifrons,Black-fronted Wood-Quail,bfwqua1,Galliformes
601,Odontophorus erythrops,Rufous-fronted Wood-Quail,rfwqua1,Galliformes
602,Odontophorus hyperythrus,Chestnut Wood-Quail,chwqua1,Galliformes
603,Odontophorus melanonotus,Dark-backed Wood-Quail,dbwqua1,Galliformes
604,Odontophorus speciosus,Rufous-breasted Wood-Quail,rbwqua1,Galliformes
605,Odontophorus dialeucos,Tacarcuna Wood-Quail,tawqua1,Galliformes
606,Odontophorus strophium,Gorgeted Wood-Quail,gowqua1,Galliformes
607,Odontophorus columbianus,Venezuelan Wood-Quail,venwoq1,Galliformes
608,Odontophorus leucolaemus,Black-breasted Wood-Quail,bbwqua1,Galliformes
609,Odontophorus balliviani,Stripe-faced Wood-Quail,sfwqua1,Galliformes
610,Odontophorus stellatus,Starred Wood-Quail,stwqua1,Galliformes
611,Odontophorus guttatus,Spotted Wood-Quail,spwqua1,Galliformes
612,Odontophorus sp.,wood-quail sp.,wood-q1,Galliformes
613,Odontophoridae sp.,new world quail sp.,quail1,Galliformes
614,Xenoperdix udzungwensis,Udzungwa Partridge,udzpar1,Galliformes
615,Xenoperdix udzungwensis udzungwensis,Udzungwa Partridge (Udzungwa),udzpar3,Galliformes
616,Xenoperdix udzungwensis obscurata,Udzungwa Partridge (Rubeho),udzpar2,Galliformes
617,Caloperdix oculeus,Ferruginous Partridge,ferpar2,Galliformes
618,Rollulus rouloul,Crested Partridge,crepar1,Galliformes
619,Melanoperdix niger,Black Partridge,blapar2,Galliformes
620,Arborophila torqueola,Hill Partridge,hilpar1,Galliformes
621,Arborophila rufipectus,Sichuan Partridge,sicpar1,Galliformes
622,Arborophila mandellii,Chestnut-breasted Partridge,chbpar2,Galliformes
623,Arborophila gingica,White-necklaced Partridge,whnpar2,Galliformes
624,Arborophila rufogularis,Rufous-throated Partridge,rutpar1,Galliformes
625,Arborophila atrogularis,White-cheeked Partridge,whcpar1,Galliformes
626,Arborophila crudigularis,Taiwan Partridge,taipar1,Galliformes
627,Arborophila ardens,Hainan Partridge,haipar1,Galliformes
628,Arborophila javanica,Chestnut-bellied Partridge,chbpar1,Galliformes
629,Arborophila campbelli,Malaysian Partridge,gybpar3,Galliformes
630,Arborophila rolli,Roll's Partridge,gybpar5,Galliformes
631,Arborophila sumatrana,Sumatran Partridge,gybpar6,Galliformes
